Sentences,Aspects,Aspects Sentiment
أحتاج إلى خيارات دفع أكثر مرونة لتناسب احتياجاتي.,,
"بشكل عام،خدمة العملاء جيدة ولكن يمكن تحسين تجربة التطبيق.",خدمة العملاء,1
"يقدمون خدمة عملاء باللغة الإنجليزية،وهو أمر مفيد للسياح.",أمر,1
أرغب في أن يكون لديهم المزيد من مراكز خدمة العملاء المنتشرة.,,
أشعر أن جودة الاتصال تختلف اعتمادًا على موقعي.,جودة الاتصال,-1
استمتع بالبث المجاني للأفلام والعروض التلفزيونية مع بعض الباقات.,البث,1
أرغب في أن تقدم الشركة خيارات دفع نقدية لشحن الرصيد.,,
"بشكل عام،أنا راضٍ عن قيمة الباقة التي اشتركت بها.",قيمة الباقة ,1
أشعر بالقلق بشأن ارتفاع الأسعار المحتمل في المستقبل.,ارتفاع الأسعار,-1
أقدر البرامج المجتمعية التي تدعمها الشركة.,البرامج المجتمعية,1
كان من السهل جدًا تنشيط بطاقة SIM الخاصة بي.,تنشيط بطاقة,1
أفتقد إلى وجود ميزة تحديد موقع المتصل على هاتفي.,,
واجهت صعوبة في فهم بعض الرموز والشروط الخاصة بالباقات.,فهم بعض الرموز,-1
أقدر استلام إشعارات حول استخدام البيانات الخاص بي.,استلام إشعارات,1
أرغب في أن تقدم الشركة خيارات دفع شهرية بالتقسيط.,,
"بشكل عام،أنا سعيد بخدمة الإنترنت ولكن أسعار الهاتف المحمول مرتفعة قليلاً.","خدمة الإنترنت،أسعار الهاتف المحمول","1,-1"
أشعر بالرضا عن دعم الشركة للشبكات الاجتماعية المختلفة.,دعم الشركة للشبكات,1
أفتقد إلى وجود متجر إلكتروني لشراء أجهزة الهاتف المحمول والاكسسوارات.,,
"بعد تجربة العديد من الشركات،أجد أن شبكة هذه الشركة هي الأقوى والأكثر ثباتًا في منطقتي.",شبكة هذه الشركة,1
البرنامج التعليمي المجاني الذي تقدمه الشركة لأطفال المدارس مفيد للغاية.,البرنامج التعليمي ,1
أشعر بخيبة أمل من عدم القدرة على تتبع استخدام المكالمات بشكل تفصيلي في التطبيق.,خيبة أمل,-1
كنت أتمنى أن تكون هناك عروض ترويجية خاصة للمشاريع الصغيرة والمتوسطة.,,
أقدر الشفافية التي يظهرونها بشأن سياسة الاستخدام العادل للإنترنت.,الشفافية ,1
سأوصي بهذه الشركة لأولئك الذين يحتاجون إلى إنترنت منزلي ثابت وموثوق به للعمل عن بعد.,إنترنت منزلي,1
واجهت صعوبة في العثور على مركز خدمة عملاء قريب من مكان سكني.,لعثور على مركز خدمة عملاء,1
أرغب في أن تقدم الشركة خيارات دفع عبر محافظ الهاتف المحمول.,,
استمتعت بالعرض المجاني الذي حصلت عليه عند الاشتراك لأول مرة.,العرض,1
أفتقد إلى وجود ميزة الحجب التلقائي للمكالمات والرسائل النصية غير المرغوب فيها.,,
"بشكل عام،أنا راضٍ عن تجربتي ولكن يمكن تحسين تجربة تجديد العقد عبر الإنترنت.","تجربة،تجربة تجديد العقد","1,-1"
أشعر بالإحباط من الرسوم الإضافية المفاجئة التي ظهرت في فاتورتي الأخيرة.,الرسوم الإضافية,-1
أقدر استثمار الشركة في مشاريع البنية التحتية الرقمية بالمدن الجديدة.,,
أرغب في أن تتضمن الباقات خيارات أكثر لخدمات الترفيه مثل منصات البث.,,
واجهت مشكلة في توصيل جهاز التوجيه الخاص بي بالإنترنت.,,
أشعر بالرضا عن سرعة استجابة خدمة العملاء على وسائل التواصل الاجتماعي.,استجابة خدمة العملاء,1
أتمنى لو كان بإمكاني جدولة إعادة شحن الرصيد تلقائيًا.,,
أقدر البرامج المجتمعية التي تنظمها الشركة لدعم الشباب.,البرامج المجتمعية,1
أشعر بالإحباط من انقطاع خدمة الإنترنت المتكرر في منطقتي.,انقطاع خدمة الإنترنت,1
أفتقد إلى وجود خط ساخن خاص لخدمة عملاء الشركات.,,
أشعر بالإحباط من عدم وجود عروض تناسب احتياجاتي بشكل محدد.,وجود عروض,-1
أفتقد إلى وجود خيارات الدفع الآجل للباقات باهظة الثمن.,,
"بشكل عام،أنا راضٍ عن تجربتي ولكن يمكن تحسين عملية شراء خط جديد عبر الإنترنت.","تجربة،عملية شراء خط","1,-1"
أقدر توفير الشركة لخدمة عملاء متاحة على مدار 24 ساعة طوال أيام الأسبوع.,توفير الشركة,1
أشعر بالإحباط من صعوبة فهم بعض المصطلحات الفنية المستخدمة في شروط الباقات.,المصطلحات الفنية المستخدمة,1
أستمتع بالمكالمات الدولية المجانية إلى بعض الدول المجاورة ضمن الباقة.,المكالمات الدولية,1
أفتقد إلى وجود خيارات لشراء بطاقات SIM مسبقة الدفع قابلة لإعادة الشحن.,,
"بشكل عام،أنا راضٍ عن خدمة الإنترنت ولكن يمكن تحسين جودة الصوت في المكالمات.","خدمة الإنترنت،جودة الصوت","1,-1"
أقدر استثمار الشركة في مشاريع الطاقة الشمسية لتقليل بصمتها البيئية.,استثمار الشركة ,1
أرغب في أن تقدم الشركة خيارات أسرع لإصلاح الأعطال الفنية.,خيارات,1
أشعر بالرضا عن سهولة استخدام موقع الشركة على الإنترنت.,استخدام موقع الشركة,1
أفتقد إلى وجود برنامج ولاء يقدم مكافآت مجزية للعملاء القدامى.,مكافآت,1
"بشكل عام،أنا سعيد بخدمة الهاتف المحمول ولكن أسعار الإنترنت البسيطة مرتفعة قليلاً.","خدمة الهاتف المحمول،أسعار الإنترنت","1,-1"
أشعر بالرضا عن سرعة استجابة خدمة العملاء عبر الدردشة المباشرة على الإنترنت.,استجابة خدمة العملاء,1
أقدر جهود الشركة في تحسين تغطية شبكة الهاتف المحمول في المناطق الريفية.,جهود الشركة,1
أشعر بالإحباط من عدم توفر خدمة الإنترنت اللاسلكي المجاني في العديد من الأماكن العامة.,"الإحباط،خدمة الإنترنت اللاسلكي ","-1,-1"
الشريحة في شبكة فودافون تقدم خدمة نت سريعة وموثوقة.,شريحة,1
اتصالات تقدم خدمة العملاء الممتازة في فروعها بالمدن الكبرى.,خدمة العملاء,1
الوايفاي في مقرات شركات الاتصالات يعاني من تقطعات مزعجة.,الوايفاي,-1
خدمة نت الموبايل من فودافون تتميز بالسرعة والاستقرار.,نت الموبايل,1
تجربة سيئة مع الشبكة في منطقة نائية.,شبكة,-1
خدمة العملاء في فروع اتصالات كاش بحاجة إلى تحسين.,خدمة العملاء,-1
الشريحة لا تدعم خدمة الوايفاي في الخارج.,شريحة,-1
تأخر كبير في توصيل الخط الأرضي للمنزل.,الخط الارضي,-1
فودافون كاش توفر سهولة في الدفع للفواتير.,فودافون كاش,1
اتصالات كاش تعاني من مشاكل في نظام الدفع الإلكتروني.,اتصالات كاش,-1
مشاكل متكررة في شبكة النت في المناطق الريفية.,شبكة,-1
