Sentences,Aspects,Sentence Sentiment,Aspects Sentiment
صراحه عطور ماركه. وجوده عاليه وجائتني كم هي معروضه في الموقع  وفي الوقت المحدد لها ويمكن ابكر بكثير واشكركم على جهودكم على امانتكم بتوصيل المنتج بدون اي عيوب تذكر,"عطور،جوده",1,"1, 1"
البائع تعامل رائع+سريع,تعامل,1,1
"العطر من اروع العطور التي استعملتها عطر رائع ومميز هادئ ومثير . هو عطر غريب بلسمي وفاخر،يمنح الدفء في النفوس،وهو يتميز بنفحات العسل التي تغني العطر.",العطر,1,1
هذا العطر اسطوره واكثر عطر استهلاكا ً من الجنسين الذكور والاناث هذا العطر الوحيد اللي لاقى اقبال انه مثلا الراجل وزوجته يتعطرو بنفس العطر في نفس الوقت ون من كالفين كلاين هو العطر اللي اللي جعلك تلقى المستحيل حقيقه لانو فيه عطر للماركه العملاقه والتي اسعاره تعتبر لحد الحلم من ماركه كلايف كرستيان ,"العطر،اسعار",1,"1, 1"
عطر يتميز برائحته الجذابه,"عطر،رائحته",1,"1, 1"
لا انصح بشرائها من هنا لاني انا اشتريتها ووجدتها رديئه جداً.,,-1,
رائعة جدا  .......جدا بضاعه غير مغشوشه اتمنى لكم التوفيق,بضاعه,0,1
"العطر أصلي ومضمون من قبل البائع  Souq-Shop  أما الباعة الأخرين فلا أنصح بهم , رائحة العطر منعشة ترتكز على الليمون , أنصح به لأيام الصيف الحارة وفي ساعات النهار فقط","العطر،رائحة العطر",0,"1, 1"
ممتازه جدا من كل النواحي.,,1,
نشكر البائع على مصداقيته وامانته كما نشكر سوق كوم على اتاحة الفرصة لنا لكي نحصل على هذه السلعة المميزة فعلا,"البائع،السلعة",1,"1, 1"
العطر اعجبني جميل ريحته حلوه واود ان اشتري مرره اخري  ومميز تالللزلزززررووننممممنترررروثننممممننتوررررررر,"العطر،ريحته",1,"1, 1"
ممتازة ومطابقة للموصفات المذكورة في الموقع ونشكرهم على حسن التعامل ونشكر ادارة سوق دوت كم ونتمنى لها التوفيق,,1,
عطر مميز بين تشكيلة جاغوار للرجل وينصح به للشباب على وجه الخصوص والرياضيين حيث أنه عطراً منعشاً,عطر,1,1
مثير ورائع,,1,
"سلعة ممتاز ،انصح بشرائها ..",سلعة,1,1
جيد من ناحية تركيبة العطر ورائحته جميلة ؛ ولكن غير فواح لفترة طويلة ولا يتميز بالتركيز والثبات على الملابس أو الجسم !! ربما غير مناسب للمناطق الحارة ؛ أو هذا طلب الوكيل أن يكون بهذه الدرجة من التركيز الغير قوي ؛ بالامكان طلب نوعين من الشركة المصنعة ؛ نوع قوي ومركز ؛؛ ونوع خفيف كهذا لمن يعانون من حساسية أو التهاب جيوب أنفية ؛ مع الفرق في السعر .. شكرا,"تركيبة العطر،رائحته،التركيز و الثبات",-1,"1, 1, -1"
بصراحة يستحق اكثر من 5,,1,
جميلة جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا,,1,
العطر رائع جداً جداً انصح بشرائه لما له من رائحه لا تستطيع مقاومتها و مركز,"العطر،رائحه",1,"1, 1"
العطر بربري ذا بيت أودي تواليت رائع وبسعر مناسباً جداً وخدمة التوصيل كانت في وقت قصير تقريباً أسبوع وأنصح بشرائه,"العطر،سعر،خدمة التوصيل",1,"1, 1, 1"
الحمدلله العطر جميل....واستلمته في وقت مناسب..ووقت وجيز جدا...اشكر لكم...حسن تعاملكم..وان شاء الله يكون لنا تعاملات اكثر,العطر,1,1
عطر جميل رائع ذو فوحان مميز رائحته أقرب للحمضيات منها للأزهار,"عطر،رائحته",1,"1, 1"
وصلتني السلعة في وقت قصير جدا بالاضافة الى جودة العطر والتغليف الممتاز شكرًا لامانتكم واهتمامكم,"السلعة،جودة العطر،التغليف",1,"1, 1, 1"
هذا العطر هو بمثابة التاج والعلامة البارزة لهذه الماركة العريقة (شانيل) عطر جذاب بكل ماتعننيه الكلمه رولي مثير للنساء بشكل عجيب من واقع تجربة طويله,العطر,-1,1
عطر كريد اوركيد بلاك غرين ايريش توليد للرجال من افضل العطور اللي استخدمتها,عطر كريد اوركيد بلاك غرين ايريش توليد,1,1
سعر رائع وعطور رائعة وروائح جذابة ومميزة ومن افضل واجود انواع العطور شكرا جزلا لكم  والعطر غني عن التعريف.,"سعر،عطور،روائح",1,"1, 1, 1"
"رائع جدًا،ومن أفضل العطور صراحة.",العطور,1,1
والله عطر مميز جدا وحلو وربي اوصي فيه جيييد من الاخر وسعرو رائع في الموقع انا اشمو احس اني بعالم تاني,"عطر،سعر",1,"1, 1"
اتمنى من الجميع اقتنائها فهى رائعه وسعرها مناسب جدا,سعر,1,1
"رائحة جميلة,عطرة , وشحن سريع","رائحة،شحن",1,"1, 1"
ررووعه,,1,
من بين عطور العربية للعود أعجبني عطرين: كلمات .. و سحر الكلمات.,"كلمات،سحر الكلمات",1,"1, 1"
ممتاز وتم ارساله بوقت قياسي,,1,
روعه يوجدبه اكثر من رائحه,,1,
نشكر البائع على مصداقيته وامانته كما نشكر سوق كوم على اتاحة الفرصة لنا لكي نحصل على هذه السلعة المميزة,"البائع،السلعة",1,"1, 1"
اوصي بهذا العطر صراحه جدا طيب,العطر,1,1
عطر جميل ويفضل استعماله صيفا وفي فترة المساء ووصل بسرعه,عطر,0,1
عطر جميل جدا ومناسب كهديه جميله,عطر,1,1
ايجابي جدا ومريح وبارد وهادي ذوا رائحة جذابه ومن العطور المفضله لدي وهوا مناسب جداً لاصحاب الذوق الرفيع,,1,
عطر ممتاز يدوم,عطر,1,1
مرحبا جدا جميل و التعامل و المصداقيه احسن ما أعجبني,التعامل و المصداقيه,1,1
السعر جدا معقول,السعر,1,1
العطر جيد و استلمته بحالة ممتازة و انصح به فعلا و العطر يدوم على الملابس و السعر ممتاز فعلا ارخص من السوق,"العطر،السعر",1,"1, 1"
"العطر نوعا ما جيد, ورائحته من فئة البهارات, ولمن يحب هذه الفئه من العطور انصحه ياخذ هذا العطر","العطر،رائحته",-1,"0, 0"
"عطر روووعه للصباح الثبات معقوول الرجالي منو بعد اروع حدث صيحة في عالم العطور على مستوى العالم فهو عطر 2010،",عطر,1,1
عطر مميز من جورج أرماني مثل ما عودنا بمنتجاته المميزة وفواح جدا وانصح بشراءة للذين يفضلون العطورات الشرقية,"عطر،منتجات",1,"1, 1"
عطر رائع ومميز ولكن للاسف غير متوفر دائما رائحته جذابة ومخملية وسعر منافس شكرا لكم جزيلا وسرعة في التوصيل.,"عطر،رائحته،سعر",1,"1, 1, 1"
اشتريت هذا العطر     وقد  تفاجاءت       لمدى روعه هذا العطر ولمدى جمال رائحته  اللي فاجأني  مده بقاءه   انا   بخيت   خمس بخات  اول ما  وصلني ما كنت ااعرف انه بقاءه كثير     والله شاهد على كلامي  قعد العطر على ملابسي  يمكن   خمسه ايام    فاعتقد  بخه واحده  او ثنتين خفيف  كافيه    ليوم وليله  وزياده كمان  قد توصل  يومين,"العطر،رائحته",1,"1, 1"
رائع جدا ورائحته قوية,رائحه,1,1
العطور  جداً جميله  انا بصراحه   عجبتني الريحه   جدا ً جدا ً جدا ً,"العطور،الريحه",1,"1, 1"
العطر رائع جداً ذو رائحة مميزة,"العطر،رائحة",1,"1, 1"
كنت ابحث عن هدا العطر منذ وقت وحين وجدته في سوق كوم لم اصدق  وصلتني تماما كما طلبتها وفي زمن قياسي جدا,,1,
السلعه جيده جدا,السلعه,1,1
نوع من أنواع العطور الممتازة والتي أستخدمها منذ أكثر من 25 سنه,العطور,1,1
العطر من أفضل عطور العربية المخصصة للنساء .. لكن الأذواق تختلف .. فما يعجبني قد لا يعجبك.,العطر,1,1
تواليت للحلاقة  رائحة سلبية,رائحة,-1,-1
رائحة رائعة وجميلة وهادئة للأطفال.,رائحة,1,1
"حالة السلعه جدا ممتازه،اشكر البائع ايضا على سرعة توصيله للطلب،وباذن الله راح يكون لي تعامل اخر مع البائع",السلعة,1,1
رائعه من حيث الرائحه وجودة العطر اصليه والسلعه لم تفك من قبل البائع وسرعة التوصيل ممتازه شكرا اتمنى الاستمرار,"الرائحه،جودة العطر،سرعة التوصيل",1,"1, 1, 1"
انا بصراحة عاجبني العطر مرة,العطر,1,1
تجربه جيده جداً والعطر رائحته جده رائعه وهادي وغير مزعج وشكراً,العطر,1,1
فخم ريحته وعلبة جدا فاخرخه لهديه تبيض الوجه وللبيت ريحة تسر الخاطر,"ريحه،علبة",1,"1, 1"
