Column1,Sentences,Aspects,Sentences Sentiment,Aspects Sentiment
1348,"أسعار ممتازة 
أسعار تذاكر الدخول رخيصة جدا، ويمكنك الاستمتاع مع كل أفراد العائلة حيث يكون دخول الصغار مجاني
","أسعار، أسعار تذاكر الدخول، دخول الصغار",1,"1,1,1"
1349,"مدهشه جدا وزياره رائعه 
البتراء من المدن القديمه الاثريه الجميله حقا من عجائب الدنيا السبع
","زياره، المدن، عجائب الدنيا",1,"1,1,0"
1350,"العقبه الاردن 
شعور غريب ورائع عند رؤيتها للوهلة الأولى، والتقاط الصور لها شيء رائع عبق التاريخ وعظمة الصنع سحر المكان
الانبهار والدهشه
","شعور، الوهلة، التقاط الصور، الصنع، المكان",-1,"1,1,1,1,1"
1351,"لقد اذهلتني روعة المكان وجماليته, ولكن كان ينقصه بعض التنظيم. 
اتمنى من الجميع زيارة هذا المعلم الرائع ,,,, لانه ببساطه يأسر القلوب.
","المكان، المعلم",1,"1,1"
1352,"المدينة الوردية... 
من أجمل المناطق السياحيه في الاردن وتسمى المدينه لالورديه ويوجد فيها مناطق كثيره منها السيق الخزنه ومناطق كثيره وجميله.....
","المدينة، المناطق، المدينه، مناطق",1,"1,1,1,1"
1353,"مذهلة 
شعور غريب ورائع عند رؤيتها للوهلة الأولى، والتقاط الصور لها شيء رائع
","شعور، الوهلة، التقاط الصور",1,"1,1,1"
1354,"البية 
مكان جميل جداً للرحلات وجو ممتع فعلاً،،،، و أحلى شي يكون مجموعة من الشباب و البنات و العائلة وتكون قعدة باربيكيو ،،، وااااااااااااااااااو شو انبسطنا
","مكان، جو",1,"1,1"
1355,"مكان جميل ساحر هادئ يجب زيارته 
هذا المكان الجميل الهادي عند دخوله تسترخي اعصابك ولا تكون بحاجه الى بحر او شجر انه المكان الخيالي الذي احببت
","مكان، المكان",1,"1,1"
1356,"البتراء الوردية 
هي مدينة تاريخية تقع في الأردن جنوب البلاد 225 كم جنوب العاصمة عمّان إلى الغرب من الطريق الرئيسي الذي يصل بين العاصمة عمّان ومدينة العقبة. تعتبر البتراء من أهم المواقع الأثرية في الأردن بناها الانباط فهي مدينه رائعة في الجمال من الناحية النحت في الحجر فهي تعكس مدى الروعه و الاتقان وانصح الجميع في زياراتها لانها لن تعكس مدى الابداع الا في رؤيتها امام عينيك
","البتراء، مدينة، الطريق، المواقع، مدينه",1,"1,1,1,1,1"
1357,"حين تشاهد التاريخ 
مدينة فاس المغربية . تبعد مدينة فاس المغربية عن الدار البيضاء عبر القطار قرابة (٤) ساعات يقف خلالها بعدة محطات قبل ان ينتهي به المطاف بفاس . تستطيع تقسيم المدينة الى قسمين ؛المدينة القديمة والمدينة الحديثة ،وتقطع المسافة بينهما بأقل من خمس دقائق بالسيارة تقريبا وتقع محطة القطار في المدينة الحديثة ويعتبر شارع محمد الخامس وسط المدينة . تزخر المدينة القديمة بعدد كبير من الشواهد التاريخية القديمة التي مازالت حية ويباشر العمل بها الآن ، ويَفدْ اليها السواح بكثرة ولها سبعة ابواب كانت قديما تقفل في المساء . يتوفر العديد من المطاعم الشعبية والحديثة وعدد من مطاعم الوجبات السريعة وفي مركز المدينة يقع مول كبير والكثير جدا من الكافيهات التي تقدم الشاي والقهوة . هناك صعوبة ما بإنتظار وركوب التاكسي .
","المدينة، الشواهد، ابواب، المطاعم، الوجبات، مول",1,"1,1,1,1,1,1"
1358,"عريق 
عندما تكون في جبل اللويبدة يعود بك الزمان 70 عاما الى الوراء فهذا المكان من اقدم الاحياء التى بنيت في عمان في اربعينيات و خمسينيات القرن الماضي و كان من اهدأ المناطق و تسكنه الطبقة الراقية الاصلية لا يمكن للكلمات ان تصف روعته ..... اذهب و شاهد بنفسك
","المكان، المناطق، الطبقة",1,"1,1,1"
1359,"شارع مميز بالمحلات والاسواق والمقاهي 
شارع مميز بالمحلات والاسواق والمقاهي شارع جميل و فيه حركة ناس وتسوق الاسعار فوق المتوسطة ولكن لاباس بها
","شارع، الاسعار",1,"1,1"
1360,"ممتع للغاية 
هذا الشارع مكان للمشي مليء بمحلات الكوفي شوب والمطاعم .
جميل للمشي بصراحة انصح به ليلا.
هناك جلسات خارجية جميلة جدا وكوفي شوبات وحانات .
","الشارع، جلسات",1,"1,1"
1362,"متحف أكثر من رائع 
متحف كبير يضم عدد كبير من السيارات منها القديمة ومنها الحديثة منها السيارات الفارهة والمحصنة ضد الرصاص التي ركبته العائلة المالكة ومنها السيارات الحديثة الفارهة والتي تستمتع بالتصوير بالقرب منها كما يضم المتحف مجمسمات لعمان القديمة ابان حقبة الستينات فندما تمر من خلالها كانك تعيش الفترة ذاتها
","متحف، السيارات، العائلة",1,"1,1,1"
1363,"مكان رائع 
المتحف الاروع بضم مجموعة كبيرة من السيارات الاجمل وكل سياره بتعبر عن حدث عن مكان وهادا كتير شي حلو مكان جذاب وحلوه كتير زيارة .
","مكان، المتحف، مجموعة، السيارات",1,"1,1,1,1"
1364,"زيارة متحف السيارات الملكي 
هذا المتحف يتضمن مجموعة كبيرة من السيارات التي ركيها ملوك المملكة الأردنية و مناسبة كل سيارة و موديلاتها فهي سيارات كلاسيكية جميلة جداً... يكون مع الزوار مرافق يقوم بشرح و توضيح عام لكل منها غير انه مكتوب على لوحة تاريخ ومناسة كل سيارة..
","متحف السيارات، مجموعة، المملكة، سيارات",1,"1,1,0,1"
1365,"احب هذا المكان !! 
تعجبني فكرة صنعه ووضع السيارات ... واتمتع بالنظر الى كل شيء فيه
حقا انه مكان يجذب النظر بشكل كبير !!!!!!!
","مكان، شكل",1,"1,1"
1366,"أحب هدا المكان 
مكان يبعث على الراحة والاسترخاء .... حقا انه مكان رائع !
",مكان,1,1
1367,"احلى مكان 
جدل مكان بيجمع بين التاريخ وبين الحاضر، فعالياتو منوعة وهادفة ثقافيا وانسانيا، المقيمين عليه ناس جدا لطيفين ومرحبين، انا بحبكن كتير وبتمنالكن النجاح على طول، و برافو جدل.
","مكان، فعاليات، ناس",1,"1,1,1"
1368,"رائع ولاكن 
في قمت الروعه من حيث البناء و المنظر ولاكن لم يتم المحافظه عليه بجديه في السابق حيث انه قد سرق منه بعض الاثار القيمه واملك بيت بالقرب من .واحب ان ازوره في كل مره ازور سمرقند .اخوكم من الامارات
",الاثار,1,-1
